author,statement,source,date,label
Janel Davis,"U.S. Rep. Phil Gingrey wants public schools to teach women to ""stay in their place.""",Lauren Benedict,"June 26, 2013",pants-fire
Sabrina Eaton,"""If you are born poor in America, we rank ninth or tenth in our citizens’ ability to climb up through that ladder and get themselves into the middle class.""",Tim Ryan,"June 26, 2013",mostly-true
Tom Kertscher,"Under Republican-backed state budget, the state education agency estimates expansion of Wisconsin’s school voucher program ""could cost nearly $2 billion annually""",Peter Barca,"June 26, 2013",pants-fire
Sue Owen,Says 92 percent of Texas counties had no abortion provider in 2008.,Wendy Davis,"June 25, 2013",mostly-true
Ian K.,"Says proposed teacher contract ""would layer on more restrictive rules.""",Portland Public Schools,"• June 25,",true
Katie Sanders,"Says Florida didn’t offer special incentives to Deutsche Bank, which announced it will add 300 jobs in Florida.",Rick Scott,"June 25, 2013",pants-fire
Jon Greenberg,Says he can be on the ballot for Congress while serving time in jail.,Stephen Nodine,"June 25, 2013",mostly-true
W. Gardner,"Says 97 percent of food stamp benefits ""are paid in the proper amounts to people who are really eligible.""",Pete Gallego,"• June 25,",true
Sue Owen,"Says a ""rape kit"" can be used to ""clean out"" women, ""basically like"" dilation and curettage.",Jodie Laubenberg,"June 24, 2013",pants-fire
Dave Umhoefer,"A study of private bail bond systems ""showed that Wisconsin has a higher no-show rate than other states"" of defendants skipping court appearances.",Robin Vos,"June 24, 2013",false
Louis Jacobson,"""There are over 2,000 crimes recorded per 100,000 population in the U.K.,"" compared to ""466 violent crimes per 100,000"" in the United States.",Bloggers,"June 24, 2013",false
Tom Feran,Says abortion increases the risk of breast cancer.,Ron Hood,"June 24, 2013",pants-fire
Warren Fiske,On gay marriage,Mark Herring,"June 24, 2013",full-flop
Tom Kertscher,"A monthly ""police and fire protection fee"" on all Wisconsin phone bills does nothing to support police and fire.",Andre Jacque,"June 24, 2013",false
Eric Stirgus,Says Georgia Power customers pay 10 percent to 15 percent below the national average for electricity.,Ron Shipman,"June 24, 2013",mostly-true
Dave Umhoefer,"""There is no statistical evidence that bail bonds increase the likelihood of those awaiting trial returning to court for their scheduled hearings.""",Lena Taylor,"June 23, 2013",false
Caryn Shinske,"""People want the minimum wage, they want marriage equality, they want women’s health care. There’s issues that actually that really do matter, social issues that matter to the people of this state. So I know Barbara would support those issues, I know the governor hasn’t. You’ve seen the actions he’s taken on them.""",Stephen Sweeney,"June 23, 2013",mostly-true
C. Eugene,"""We have one of the most expensive General Assemblies, per capita, in the entire country.""",John Loughlin,Jr. • June,true
Janie Har,"Says TriMet spends ""$10.3 million in police contracts"" a year for 56 transit police who must respond to non-transit calls",Amalgamated Transit Union,"June 22, 2013",mostly-true
Sue Owen,Says the 2014-15 Texas budget increases spending by less than the rate of inflation and population growth.,Rick Perry,"June 21, 2013",mostly-true
Jon Greenberg,"Proposed cuts in the House farm bill mean ""2 million less people on food stamps, 210,000 children will not receive school lunches or breakfasts.""",Barbara Lee,"June 21, 2013",mostly-true
Sean Gorman,"The state GOP ticket ""says their top priority is a career-long mission to outlaw abortion in all cases and ban some common forms of birth control.""",Terry McAuliffe,"June 21, 2013",false
W. Gardner,"Says the Obama administration plans to reduce the number of beds devoted to holding individuals violating immigration laws and to ""release hundreds of dangerous criminals into our communities.""",Michael McCaul,"• June 21,",barely-true
Louis Jacobson,"The Foreign Intelligence Surveillance Court ""is transparent.""",Barack Obama,"June 21, 2013",pants-fire
Janel Davis,"""In the past four years, (the U.S. Senate) has only passed nine out of 48 appropriation bills.""",Jack Kingston,"June 21, 2013",mostly-true
Becky Bowers,"On immigration reform, Marco Rubio ""all along has been saying, 'We have to have border security first' "" and then ""he gets on Spanish TV, he ends up saying, 'No, no. That will never get in the way.' """,Dana Rohrabacher,"June 20, 2013",barely-true
Jon Greenberg,"""Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan.""",Joe Biden,"June 20, 2013",true
Katie Sanders,"A study ranked Florida ""No. 1 in government corruption"" under Gov. Rick Scott.",Florida Democratic Party,"June 20, 2013",false
James B.,"The Wisconsin Economic Development Corp. ""cannot account for creating one single job.""",Chris Larson,"• June 20,",barely-true
Louis Jacobson,"The IRS scandal ""clearly showed some criminal behavior.""",Mike Rogers,"June 19, 2013",barely-true
Sue Owen,Says New York has ‘bureaucrats telling you whether you can even drink a Big Gulp.’,Rick Perry,"June 19, 2013",barely-true
James B.,"The Wisconsin Economic Development Corporation is a ""proven job creator.""",John Nygren,"• June 19,",half-true
C. Eugene,"Rhode Island ""didn't ratify the 13th Amendment to the Constitution to pay federal income taxes. So Rhode Island doesn't even have to pay federal income taxes.""",Charlene Lima,Jr. • June,pants-fire
Jon Greenberg,"""Immigrants are more fertile.""",Jeb Bush,"June 18, 2013",mostly-true
Katie Sanders,"If Gov. Rick Scott activates ""the National Guard in anticipation of a federal disaster, the state’s costs, including the costs to recall any furloughed guardsmen, will be fully reimbursable by FEMA.""",Bill Nelson,"June 18, 2013",barely-true
Stephen Koff,"""Some of these members of the House of Representatives get hundreds of thousands of dollars in farm subsidies"" but want to cut food stamps.",Sherrod Brown,"June 18, 2013",true
Louis Jacobson,"""The United States has never stood by and seen innocent people slaughtered to the extent that's happening in Syria.""",Saxby Chambliss,"June 18, 2013",pants-fire
Eric Stirgus,"Corporate tax holidays pushed by Presidents John F. Kennedy and George W. Bush brought ""billions"" of dollars back into the United States.",Johnny Isakson,"June 18, 2013",half-true
Jon Greenberg,"""Worldwide credit card transactions, the credit card fraud rate is 0.04 percent, compared to almost 8 percent, 9 percent, 10 percent of Medicare fraud.""",Peter Roskam,"June 17, 2013",mostly-true
W. Gardner,"Says that when the Rolling Stones performed in an Austin park, they paid $25,000 to the nearby city of Rollingwood ""for one night of inconvenience.""",Barry Bone,"• June 17,",true
Sean Gorman,"""The Government Accountability Office estimated (Obamacare) will add to the long-term deficit by $6.2 trillion.""",Morgan Griffith,"June 17, 2013",barely-true
Janel Davis,"A data system that goes along with Common Core is designed to collect up to 400 data points on each child, which can include personally identifiable data.",Angela Bean,"June 17, 2013",barely-true
Caryn Shinske,"""Seventy percent of the people in the state of New Jersey want marriage equality.""",Stephen Sweeney,"June 16, 2013",false
Dave Umhoefer,"Says the success of his economic agenda is supported by the fact ""we went from unemployment at 9.2 percent when I decided to run for governor four years ago to two points lower.""",Scott Walker,"June 16, 2013",barely-true
C. Eugene,"""Rhode Island has a [inmate] recidivism rate of over 60 percent.""",Harold Metts,Jr. • June,mostly-true
Tom Kertscher,"Wisconsin is ""not walking away from a dime"" in federal funds by rejecting the Obamacare Medicaid expansion.",Kitty Rhoades,"June 15, 2013",barely-true
Janie Har,"Says a group ""estimates that the annual cost to Oregon taxpayers for government services to illegal aliens, after any income tax revenue from them, is $1 billion.""",Oregon Republican Party,"June 15, 2013",barely-true
Louis Jacobson,"""This president spends 30 times as much money on global warming research as he does on weather forecasting and warning.""",Jim Bridenstine,"June 14, 2013",barely-true
Aaron Sharockman,"""More than half of last year's U.S. college graduates are unemployed or underemployed.""",Don Gaetz,"June 14, 2013",half-true
Tom Feran,A hidden provision in Obamacare taxes sporting goods as medical devices.,Chain email,"June 14, 2013",pants-fire
Nancy Madsen,On the coal industry,Terry McAuliffe,"June 14, 2013",full-flop
Gregory Smith,"""There hasn’t been a Republican in the legislature or the City Council in Providence in over 30 years.""",Bernard Jackvony,"June 14, 2013",barely-true
Eric Stirgus,The Pink Pony club in DeKalb County has never been cited for any violation of an ordinance or state law.,Pink Pony,"June 14, 2013",true
Becky Bowers,"""It's expressly prohibited by law that you can read and wholly surveil domestic email traffic in the United States.""",Mike Rogers,"June 13, 2013",mostly-true
Jon Greenberg,"Currently, the intelligence community ""can collect business records on law-abiding Americans who have no connection to terrorism.""",Mark Udall,"June 13, 2013",true
W. Gardner,"Says less than half of 1 percent of all the Texas legislators who ever served draw ""a benefit"" from pensions tied to the salaries of state district judges.",Doug Miller,"• June 13,",false
Caryn Shinske,"""We haven't had a Republican senator in Washington for ... why, I think Clifford Case was our last Republican senator.""",Christine Whitman,"June 13, 2013",mostly-true
Janie Har,"Says ""Having organizations parading as being social welfare organizations and then being involved in the political combat harkens back to why the statute a hundred years ago said that they were prohibited.""",Earl Blumenauer,"June 13, 2013",false
Sue Owen,Says Texas law requires state agencies to give preference to goods produced and grown in Texas.,Rick Perry,"June 12, 2013",true
Dave Umhoefer,"Says Madison Mayor Paul Soglin's stated intent when proposing that city contractors disclose private political donations was to ""discourage contributions to organizations with which he disagrees.""",Wisconsin Institute for Law & Liberty,"June 12, 2013",true
Tom Feran,"""47 - New provisions ObamaCare charges the IRS with implementing, according to the Government Accountability Office.""",Dave Joyce,"June 12, 2013",true
Sue Owen,Says two-thirds of groups targeted for IRS scrutiny were not conservative.,Progress Texas,"June 11, 2013",pants-fire
Louis Jacobson,"""One person, Kathleen Sebelius, was going to determine whether or not"" 10-year-old lung patient Sarah Murnaghan would live or die.",Rush Limbaugh,"June 11, 2013",barely-true
